"datacenter","county","operator","voltage_kv","transmission_owner","distance_km"
"Energy Transfer Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.35"
"Lumen Houston 3","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","0.28"
"Evocative - INAP Houston","Harris","Evocative Data Centers","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.76"
"IBM HOU04","Harris","IBM","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.57"
"Lumen, 1124 Hardy Rd","Harris","Lumen","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","0.19"
"NaviSite Houston","Harris","NaviSite, Inc.","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.78"
"TeleSource IDC","Harris","TeleSource Communications Inc.","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.76"
"Lumen Harlingen 2","Cameron","Lumen","138","BROWNSVILLE PUBLIC UTILITIES BOARD","2.99"
"Lumen Harlingen 1","Cameron","Lumen","138","BROWNSVILLE PUBLIC UTILITIES BOARD","2.98"
"CyrusOne DFW1 - Carrollton","Denton","DFW1 Spec Sheet","345","ONCOR ELECTRIC DELIVERY CO.","1.05"
"CyrusOne DFW2 - Lewsiville","Denton","DFW2 Spec Sheet","345","ONCOR ELECTRIC DELIVERY CO.","3.96"
"VAZATA Dallas I","Denton","VAZATA","345","ONCOR ELECTRIC DELIVERY CO.","9.67"
"Serverphase Data Center","Dallas","M&A Technology Inc.","345","ONCOR ELECTRIC DELIVERY CO.","8.97"
"VAZATA Dallas II","Dallas","VAZATA","345","ONCOR ELECTRIC DELIVERY CO.","7.97"
"4025 Midway Rd (DFW11)","Denton","Digital Realty","345","ONCOR ELECTRIC DELIVERY CO.","9.70"
"2440 Marsh Lane (DFW12)","Dallas","Digital Realty","345","ONCOR ELECTRIC DELIVERY CO.","7.96"
"2501 S. State Highway 121 (DFW26)","Denton","Digital Realty","345","ONCOR ELECTRIC DELIVERY CO.","4.63"
"ColoHouse Dallas","Denton","ColoHouse","345","ONCOR ELECTRIC DELIVERY CO.","1.10"
"LightEdge - Dallas","Denton","LightEdge","345","ONCOR ELECTRIC DELIVERY CO.","4.12"
"1001 Texas Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.08"
"Netrality - 1301 Fannin","Harris","Netrality Houston - Data Sheet.pdf","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.34"
"DataBank HOU5 - Houston Galleria","Harris","HOU5 datasheet.pdf","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","6.04"
"Quasar Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.08"
"Crown Castle Houston (TX1)","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.88"
"Data Foundry - Houston 1","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.52"
"LOGIX Houston #2","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.82"
"24 Hour Data Houston","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.86"
"Verizon Houston","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","5.40"
"Energy Transfer Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","2.08"
"LOGIX Houston #3","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","6.68"
"Evocative - INAP Houston","Harris","Evocative Data Centers","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.28"
"IBM HOU04","Harris","IBM","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.13"
"NaviSite Houston","Harris","NaviSite, Inc.","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.27"
"TeleSource IDC","Harris","TeleSource Communications Inc.","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.28"
"DataBank AUS1 - Austin","Williamson","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","4.45"
"GTT Austin Data Center","Travis","GTT Communications","138","ONCOR ELECTRIC DELIVERY CO.","7.43"
"Lumen Austin 2","Travis","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","2.00"
"Lumen Corpus Christi 1","Nueces","Lumen","138","NOT AVAILABLE","4.51"
"1001 Texas Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.30"
"Lighthouse Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","2.40"
"Netrality - 1301 Fannin","Harris","Netrality Houston - Data Sheet.pdf","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.69"
"DataBank HOU5 - Houston Galleria","Harris","HOU5 datasheet.pdf","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","0.66"
"Quasar Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.30"
"Crown Castle Houston (TX1)","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.91"
"Data Foundry - Houston 1","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","2.82"
"LOGIX Houston #2","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.88"
"24 Hour Data Houston","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.11"
"Verizon Houston","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","3.23"
"Energy Transfer Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.29"
"LOGIX Houston #3","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","0.35"
"Evocative - INAP Houston","Harris","Evocative Data Centers","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.68"
"IBM HOU04","Harris","IBM","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.88"
"Lumen, 3939 Corporate Dr","Harris","Lumen","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","6.35"
"NaviSite Houston","Harris","NaviSite, Inc.","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.67"
"TeleSource IDC","Harris","TeleSource Communications Inc.","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.68"
"Data Journey The Bunker","Montgomery","Data Journey","138","CENTERPOINT ENERGY","5.17"
"CityNAP","Bexar","CityNAP","138","BANDERA ELECTRIC COOP, INC","1.41"
"San Antonio Data Center","Bexar","Five 9s Digital, LLC","138","BANDERA ELECTRIC COOP, INC","7.03"
"Windstream San Antonio","Bexar","Windstream","138","BANDERA ELECTRIC COOP, INC","1.40"
"Lumen San Antonio 3","Bexar","Lumen","138","BANDERA ELECTRIC COOP, INC","9.67"
"Lumen San Antonio 2","Bexar","Lumen","138","BANDERA ELECTRIC COOP, INC","2.65"
"Lumen San Antonio 1","Bexar","Lumen","138","BANDERA ELECTRIC COOP, INC","4.89"
"H5 Data Centers San Antonio","Bexar","H5 Data Centers","138","BANDERA ELECTRIC COOP, INC","0.71"
"DataNovaX Pioneer Park","Wichita","DataNovaX","138","ONCOR ELECTRIC DELIVERY CO.","8.53"
"Lumen Wichita Falls 1","Wichita","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","3.68"
"Lumen Stratford 1","Wichita","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","5.01"
"SANG-TX (San Angelo, Texas)","Tom Green","Cloudnium LLC.","138","AEP TEXAS NORTH CO.","7.45"
"Equinix DA1","Dallas","Equinix DA1 Specsheet","138","ONCOR ELECTRIC DELIVERY CO.","8.87"
"Equinix DA6","Dallas","Equinix DA6 Specsheet","138","ONCOR ELECTRIC DELIVERY CO.","8.94"
"DataBank DFW1 - Downtown Dallas","Dallas","DFW1 datasheet.pdf","138","ONCOR ELECTRIC DELIVERY CO.","6.28"
"Equinix DA2","Dallas","Equinix DA2 Specsheet","138","ONCOR ELECTRIC DELIVERY CO.","8.87"
"Equinix DA11","Dallas","Equinix DA11 Specsheet","138","ONCOR ELECTRIC DELIVERY CO.","8.95"
"Equinix DA3","Dallas","Equinix","138","ONCOR ELECTRIC DELIVERY CO.","8.87"
"Cogent Data Center - Dallas","Dallas","Cogent Communications, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","6.28"
"DataBank DFW5 - Dallas Infomart","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","8.88"
"Provision Data Services","Dallas","Provision Data Services","138","ONCOR ELECTRIC DELIVERY CO.","6.96"
"Infomart Dallas","Dallas","Equinix","138","ONCOR ELECTRIC DELIVERY CO.","8.88"
"Equinix DA4","Dallas","Equinix","138","ONCOR ELECTRIC DELIVERY CO.","7.31"
"Cogent Data Center - Dallas 2","Dallas","Cogent Communications, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","6.97"
"Consolidated Dallas","Dallas","Consolidated Communications","138","ONCOR ELECTRIC DELIVERY CO.","6.27"
"DataBank - 2323 Bryan St","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","7.31"
"Lumen Dallas 2","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","8.82"
"Data Canopy - Dallas","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","7.13"
"2323 Bryan Street (DFW10)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","7.31"
"Cologix DAL1","Dallas","Cologix","138","ONCOR ELECTRIC DELIVERY CO.","8.80"
"Cologix DAL2","Dallas","Cologix","138","ONCOR ELECTRIC DELIVERY CO.","8.87"
"Cologix DAL3","Dallas","Cologix","138","ONCOR ELECTRIC DELIVERY CO.","8.87"
"Flexential Dallas - Downtown Data Center","Dallas","Flexential","138","ONCOR ELECTRIC DELIVERY CO.","8.80"
"365 Data Centers - Dallas","Dallas","365 Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","7.31"
"Windstream Dallas","Dallas","Windstream","138","ONCOR ELECTRIC DELIVERY CO.","7.31"
"LOGIX Dallas #1","Dallas","LOGIX FIBER NETWORKS","138","ONCOR ELECTRIC DELIVERY CO.","7.28"
"Synoptek - Dallas Data Center","Dallas","Synoptek","138","ONCOR ELECTRIC DELIVERY CO.","7.28"
"TPx Dallas Data Center","Dallas","TPx Communications","138","ONCOR ELECTRIC DELIVERY CO.","7.10"
"IBM DAL01","Dallas","IBM","138","ONCOR ELECTRIC DELIVERY CO.","8.89"
"IBM DAL02/06","Dallas","IBM","138","ONCOR ELECTRIC DELIVERY CO.","7.80"
"STACK Infrastructure","Dallas","STACK INFRASTRUCTURE","138","ONCOR ELECTRIC DELIVERY CO.","8.80"
"IBM DAL04","Dallas","IBM","138","ONCOR ELECTRIC DELIVERY CO.","6.29"
"Lumen Dallas 4","Dallas","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","6.28"
"Lumen Dallas 3","Dallas","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","6.50"
"Lunavi Dallas","Dallas","Lunavi","138","ONCOR ELECTRIC DELIVERY CO.","8.89"
"LOGIX Dallas #2","Dallas","LOGIX FIBER NETWORKS","138","ONCOR ELECTRIC DELIVERY CO.","6.90"
"ATOS Dallas Data Center","Dallas","Atos Group","138","ONCOR ELECTRIC DELIVERY CO.","7.32"
"Aligned DFW-03","Tarrant","Aligned Data Centers","345","ONCOR ELECTRIC DELIVERY CO.","6.13"
"12231 North Fwy (IAH13)","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.41"
"12235 North Fwy (IAH14)","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.50"
"12061 North Freeway (IAH11)","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.41"
"Digital Houston Campus","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.39"
"12001 North Fwy (IAH10)","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.29"
"Data Foundry- Houston 2","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.92"
"DataBank HOU1 - Westway Park I","Harris","HOU1 datasheet.pdf","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.43"
"DataBank HOU3 - Westway Park III","Harris","HOU3 datasheet.pdf","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.97"
"Cogent Data Center - Houston","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.60"
"DataBank HOU2 - Westway Park II","Harris","HOU2 datasheet.pdf","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.57"
"FIBERTOWN - Houston, Texas","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.51"
"Lumen Houston 1","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.40"
"IBM HOU00","Harris","IBM","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.55"
"IBM HOU02","Harris","IBM","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.27"
"Lumen Houston 2","Harris","Lumen","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","5.10"
"CyrusOne HOU4 - Houston","Harris","CyrusOne Data Centers","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.76"
"CyrusOne HOU3 - Houston","Harris","CyrusOne Data Centers","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.96"
"Riot Patforms Rockdale","Milam","Riot Platforms, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","0.48"
"Bitdeer Texas","Milam","Bitdeer Technologies Group","138","ONCOR ELECTRIC DELIVERY CO.","0.34"
"Serverfarm Houston Data Center HTX2","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY","5.52"
"Serverfarm Houston Data Center HTX1","Harris","Serverfarm","138","CENTERPOINT ENERGY","5.35"
"IRVING-TX (Dallas, Texas)","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","8.85"
"Prime Dallas Data Center Campus","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","1.68"
"Equinix DA1","Dallas","Equinix DA1 Specsheet","138","ONCOR ELECTRIC DELIVERY CO.","8.50"
"Equinix DA6","Dallas","Equinix DA6 Specsheet","138","ONCOR ELECTRIC DELIVERY CO.","8.45"
"CoreSpace Dallas Data Center","Dallas","Cummins Gen","138","ONCOR ELECTRIC DELIVERY CO.","3.97"
"Centersquare - Dallas DFW3-A","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","5.48"
"Alpha Data Center","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","9.28"
"Equinix DA2","Dallas","Equinix DA2 Specsheet","138","ONCOR ELECTRIC DELIVERY CO.","8.50"
"Equinix DA11","Dallas","Equinix DA11 Specsheet","138","ONCOR ELECTRIC DELIVERY CO.","8.34"
"Prime Dallas - Data Center 1","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","1.71"
"TierPoint Dallas","Dallas","TierPoint","138","ONCOR ELECTRIC DELIVERY CO.","5.52"
"Prime Dallas - Data Center 2","Dallas","Prime Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","1.71"
"Equinix DA3","Dallas","Equinix","138","ONCOR ELECTRIC DELIVERY CO.","8.50"
"DataBank DFW5 - Dallas Infomart","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","8.48"
"DataBank DFW6 - Dallas Love Field","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","2.55"
"Infomart Dallas","Dallas","Equinix","138","ONCOR ELECTRIC DELIVERY CO.","8.49"
"Edged Dallas-Fort Worth DFW01","Dallas","Edged Energy","138","ONCOR ELECTRIC DELIVERY CO.","4.63"
"DataBank DFW4 - Dallas Empire","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","3.51"
"ColoCrossing DFW1","Dallas","ColoCrossing","138","ONCOR ELECTRIC DELIVERY CO.","5.57"
"Equinix DA9","Dallas","Equinix","138","ONCOR ELECTRIC DELIVERY CO.","3.21"
"Cogent Data Center - Irving","Dallas","Cogent Communications, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","2.79"
"ServerMania Dallas Data Center","Dallas","ServerMania Inc","138","ONCOR ELECTRIC DELIVERY CO.","5.57"
"QTS Irving Campus","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","9.24"
"Neutron Data Center","Dallas","M&A Technology Inc.","138","ONCOR ELECTRIC DELIVERY CO.","9.31"
"Epic.io Dallas Data Center","Dallas","Epic.io","138","ONCOR ELECTRIC DELIVERY CO.","2.54"
"QTS Irving DC1 & DC2","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","9.25"
"Tier.Net Dallas Data Center","Dallas","TierNet","138","ONCOR ELECTRIC DELIVERY CO.","1.70"
"Cogent Data Center - Dallas 2","Dallas","Cogent Communications, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","9.93"
"QTS Irving DC3","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","9.01"
"Wowrack Dallas","Dallas","Wowrack","138","ONCOR ELECTRIC DELIVERY CO.","5.32"
"Psychz Dallas","Dallas","Psychz Networks","138","ONCOR ELECTRIC DELIVERY CO.","1.71"
"Lumen Dallas 2","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","8.53"
"8435 Stemmons Freeway (DFW36)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","2.93"
"Cologix DAL1","Dallas","Cologix","138","ONCOR ELECTRIC DELIVERY CO.","8.48"
"Cologix DAL2","Dallas","Cologix","138","ONCOR ELECTRIC DELIVERY CO.","8.50"
"Cologix DAL3","Dallas","Cologix","138","ONCOR ELECTRIC DELIVERY CO.","8.50"
"Flexential Dallas - Downtown Data Center","Dallas","Flexential","138","ONCOR ELECTRIC DELIVERY CO.","8.48"
"4849 Alpha Road (DFW14)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","9.69"
"Hivelocity - Dallas 1","Dallas","Hivelocity","138","ONCOR ELECTRIC DELIVERY CO.","1.71"
"IBM DAL01","Dallas","IBM","138","ONCOR ELECTRIC DELIVERY CO.","8.48"
"IBM DAL02/06","Dallas","IBM","138","ONCOR ELECTRIC DELIVERY CO.","9.47"
"PowerHouse Irving - Building A","Dallas","PowerHouse Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","4.97"
"PowerHouse Irving - Building C","Dallas","PowerHouse Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","5.25"
"PowerHouse Irving - Building B","Dallas","PowerHouse Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","5.11"
"STACK Infrastructure","Dallas","STACK INFRASTRUCTURE","138","ONCOR ELECTRIC DELIVERY CO.","8.48"
"Lumen Dallas","Dallas","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","2.53"
"QTS Irving DC5","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","8.96"
"QTS Irving DC6","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","8.96"
"IBM DAL05","Dallas","IBM","138","ONCOR ELECTRIC DELIVERY CO.","9.69"
"Lumen Dallas","Dallas","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","5.14"
"PowerHouse Irving Campus","Dallas","PowerHouse Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","5.19"
"NocRoom Dallas Colocation and VPS","Dallas","NocRoom Miami Colocation VPS","138","ONCOR ELECTRIC DELIVERY CO.","4.84"
"Lunavi Dallas","Dallas","Lunavi","138","ONCOR ELECTRIC DELIVERY CO.","8.48"
"Eonix Communications Dallas","Dallas","Eonix Communications Inc","138","ONCOR ELECTRIC DELIVERY CO.","2.09"
"Equinix DA1","Dallas","Equinix DA1 Specsheet","138","ONCOR ELECTRIC DELIVERY CO.","8.66"
"Equinix DA6","Dallas","Equinix DA6 Specsheet","138","ONCOR ELECTRIC DELIVERY CO.","8.69"
"DataBank DFW1 - Downtown Dallas","Dallas","DFW1 datasheet.pdf","138","ONCOR ELECTRIC DELIVERY CO.","6.42"
"Equinix DA2","Dallas","Equinix DA2 Specsheet","138","ONCOR ELECTRIC DELIVERY CO.","8.66"
"Equinix DA11","Dallas","Equinix DA11 Specsheet","138","ONCOR ELECTRIC DELIVERY CO.","8.83"
"Equinix DA3","Dallas","Equinix","138","ONCOR ELECTRIC DELIVERY CO.","8.66"
"Cogent Data Center - Dallas","Dallas","Cogent Communications, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","6.44"
"DataBank DFW5 - Dallas Infomart","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","8.68"
"Provision Data Services","Dallas","Provision Data Services","138","ONCOR ELECTRIC DELIVERY CO.","6.05"
"Infomart Dallas","Dallas","Equinix","138","ONCOR ELECTRIC DELIVERY CO.","8.67"
"Equinix DA4","Dallas","Equinix","138","ONCOR ELECTRIC DELIVERY CO.","6.04"
"Cogent Data Center - Dallas 2","Dallas","Cogent Communications, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","8.25"
"Consolidated Dallas","Dallas","Consolidated Communications","138","ONCOR ELECTRIC DELIVERY CO.","6.43"
"DataBank - 2323 Bryan St","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","6.04"
"Lumen Dallas 2","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","8.66"
"Data Canopy - Dallas","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","6.62"
"2323 Bryan Street (DFW10)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","6.04"
"Cologix DAL1","Dallas","Cologix","138","ONCOR ELECTRIC DELIVERY CO.","8.75"
"Cologix DAL2","Dallas","Cologix","138","ONCOR ELECTRIC DELIVERY CO.","8.66"
"Cologix DAL3","Dallas","Cologix","138","ONCOR ELECTRIC DELIVERY CO.","8.66"
"Flexential Dallas - Downtown Data Center","Dallas","Flexential","138","ONCOR ELECTRIC DELIVERY CO.","8.75"
"365 Data Centers - Dallas","Dallas","365 Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","6.04"
"Windstream Dallas","Dallas","Windstream","138","ONCOR ELECTRIC DELIVERY CO.","6.15"
"LOGIX Dallas #1","Dallas","LOGIX FIBER NETWORKS","138","ONCOR ELECTRIC DELIVERY CO.","6.03"
"Synoptek - Dallas Data Center","Dallas","Synoptek","138","ONCOR ELECTRIC DELIVERY CO.","6.03"
"TPx Dallas Data Center","Dallas","TPx Communications","138","ONCOR ELECTRIC DELIVERY CO.","6.39"
"IBM DAL01","Dallas","IBM","138","ONCOR ELECTRIC DELIVERY CO.","8.67"
"IBM DAL02/06","Dallas","IBM","138","ONCOR ELECTRIC DELIVERY CO.","8.08"
"STACK Infrastructure","Dallas","STACK INFRASTRUCTURE","138","ONCOR ELECTRIC DELIVERY CO.","8.75"
"IBM DAL04","Dallas","IBM","138","ONCOR ELECTRIC DELIVERY CO.","6.39"
"Lumen Dallas 4","Dallas","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","6.40"
"Lumen Dallas 3","Dallas","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","6.73"
"Lunavi Dallas","Dallas","Lunavi","138","ONCOR ELECTRIC DELIVERY CO.","8.67"
"LOGIX Dallas #2","Dallas","LOGIX FIBER NETWORKS","138","ONCOR ELECTRIC DELIVERY CO.","4.74"
"ATOS Dallas Data Center","Dallas","Atos Group","138","ONCOR ELECTRIC DELIVERY CO.","6.04"
"CyrusOne DFW1 - Carrollton","Denton","DFW1 Spec Sheet","138","ONCOR ELECTRIC DELIVERY CO.","9.63"
"IRVING-TX (Dallas, Texas)","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","3.81"
"Prime Dallas Data Center Campus","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","7.52"
"CoreSpace Dallas Data Center","Dallas","Cummins Gen","138","ONCOR ELECTRIC DELIVERY CO.","9.62"
"Centersquare - Dallas DFW3-A","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","6.44"
"Prime Dallas - Data Center 1","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","7.56"
"Prime Dallas - Data Center 2","Dallas","Prime Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","7.56"
"DataBank DFW6 - Dallas Love Field","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","8.43"
"Edged Dallas-Fort Worth DFW01","Dallas","Edged Energy","138","ONCOR ELECTRIC DELIVERY CO.","7.88"
"DataBank DFW4 - Dallas Empire","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","9.21"
"Equinix DA9","Dallas","Equinix","138","ONCOR ELECTRIC DELIVERY CO.","6.65"
"Cogent Data Center - Irving","Dallas","Cogent Communications, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","6.71"
"QTS Irving Campus","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","3.90"
"Epic.io Dallas Data Center","Dallas","Epic.io","138","ONCOR ELECTRIC DELIVERY CO.","8.43"
"QTS Irving DC1 & DC2","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","3.90"
